0.250209,0.000000
0.926866,0.000000
1.641745,0.000000
1.316075,0.000000
0.520836,0.000000
-2.500110,0.000000
-2.846787,0.000000
2.462941,0.000000
-1.633668,0.000000
0.515782,0.000000
-0.215095,2.000000
22.503214,18.000000
26.465906,20.000000
23.238523,20.000000
23.799524,20.000000
20.249376,20.000000
22.038807,11.000000
-0.383745,0.000000
-7.636213,0.000000
-1.200597,0.000000
-17.951086,-19.000000
-39.503765,-26.000000
-32.146385,-26.000000
-29.264856,-26.000000
-30.631498,-23.000000
-24.129259,-23.000000
-27.125629,-23.000000
-24.647738,-23.000000
-26.353352,-23.000000
-25.016365,-23.000000
-26.822878,-23.000000
-25.852720,-23.000000
-25.928263,-23.000000
-26.021395,-23.000000
-26.105391,-23.000000
-27.671465,-23.000000
-25.432161,-23.000000
-27.332277,-23.000000
-27.068266,-23.000000
-25.913439,-23.000000
-26.335083,-23.000000
-26.715395,-23.000000
-26.627592,-21.000000
-15.285554,-9.000000
-3.448677,-8.000000
-7.231358,-7.000000
-1.919406,-3.000000
4.979440,0.000000
1.852032,0.000000
-0.119818,0.000000
2.550980,0.000000
-0.828032,0.000000
1.168689,0.000000
-0.298189,0.000000
-1.586797,0.000000
1.302759,0.000000
0.403445,0.000000
-0.207588,2.000000
12.045382,10.000000
16.948139,12.000000
14.350640,13.000000
18.449463,16.000000
22.008265,20.000000
23.560652,21.000000
26.263554,23.000000
26.645912,25.000000
30.643330,26.000000
32.284966,28.000000
32.796005,28.000000
32.968590,28.000000
33.142406,28.000000
32.669601,28.000000
32.614967,28.000000
33.360283,28.000000
33.473492,28.000000
33.665810,28.000000
34.035553,28.000000
34.050499,28.000000
33.253967,28.000000
32.970146,28.000000
32.883045,28.000000
28.044340,7.000000
-17.334259,0.000000
6.731301,0.000000
-3.048364,0.000000
0.444944,0.000000
0.254651,0.000000
-1.370979,0.000000
0.654637,0.000000
0.283748,0.000000
-6.066782,-6.000000
-10.018784,-7.000000
-11.339199,-11.000000
-17.242086,-13.000000
-18.543627,-17.000000
-19.591854,-19.000000
-26.239363,-23.000000
-30.237856,-28.000000
-33.324017,-29.000000
-35.345371,-29.000000
-34.165249,-29.000000
-35.090851,-29.000000
-34.433674,-29.000000
-35.055984,-29.000000
-35.705364,-29.000000
-34.183807,-29.000000
-34.348057,-29.000000
-34.248371,-29.000000
-32.665405,-24.000000
-23.457724,-17.000000
-3.876664,-7.000000
-5.035773,0.000000
9.138617,0.000000
0.490676,0.000000
3.806785,0.000000
0.680459,0.000000
1.253820,4.000000
23.580019,16.000000
19.526842,16.000000
21.548302,18.000000
23.170330,22.000000
28.950462,24.000000
27.971367,25.000000
30.306179,28.000000
34.782951,30.000000
39.267334,32.000000
37.628727,32.000000
39.572937,32.000000
40.570229,32.000000
39.685452,32.000000
39.728104,32.000000
40.103172,32.000000
39.503742,32.000000
39.590851,32.000000
39.749836,32.000000
39.061558,32.000000
39.792397,32.000000
39.285721,32.000000
36.321854,27.000000
31.694147,26.000000
30.075434,26.000000
29.224049,24.000000
25.389868,21.000000
16.384073,11.000000
-4.411572,0.000000
-5.115189,0.000000
-1.311259,0.000000
-0.155481,0.000000
