2.256430,-7.034187,1272.564331,1272.564331,1227.435669,1227.435669
2.089518,-8.238134,1270.895142,1270.895142,1229.104858,1229.104858
1.894687,-8.164958,1268.946899,1268.946899,1231.053101,1231.053101
1.701614,-8.323384,1267.016113,1267.016113,1232.983887,1232.983887
1.501975,-8.449380,1265.019775,1265.019775,1234.980225,1234.980225
1.294316,-8.745813,1262.943115,1262.943115,1237.056885,1237.056885
1.079172,-9.270684,1260.791748,1260.791748,1239.208252,1239.208252
0.853153,-9.832253,1258.531494,1258.531494,1241.468506,1241.468506
0.620869,-10.311229,1256.208740,1256.208740,1243.791260,1243.791260
0.381459,-10.429063,1253.814575,1253.814575,1246.185425,1246.185425
0.141603,-10.326438,1251.416016,1251.416016,1248.583984,1248.583984
-0.087302,-10.060462,1249.126953,1249.126953,1250.873047,1250.873047
-0.302012,-9.449490,1246.979858,1246.979858,1253.020142,1253.020142
-0.496873,-9.402032,1245.031250,1245.031250,1254.968750,1254.968750
-0.682375,-8.962440,1243.176270,1243.176270,1256.823730,1256.823730
-0.854247,-9.208316,1241.457520,1241.457520,1258.542480,1258.542480
-1.020853,-10.324521,1239.791504,1239.791504,1260.208496,1260.208496
-1.201931,-9.686528,1237.980713,1237.980713,1262.019287,1262.019287
-1.364969,-9.771824,1236.350342,1236.350342,1263.649658,1263.649658
-1.520570,-9.492159,1234.794312,1234.794312,1265.205688,1265.205688
-1.666792,-9.983504,1233.332031,1233.332031,1266.667969,1266.667969
-1.818090,-9.890413,1231.819092,1231.819092,1268.180908,1268.180908
-1.966938,-10.025879,1230.330566,1230.330566,1269.669434,1269.669434
-2.115735,-11.000525,1228.842651,1228.842651,1271.157349,1271.157349
-2.282203,-10.054453,1227.177979,1227.177979,1272.822021,1272.822021
-2.416717,-7.384710,1225.832886,1225.832886,1274.167114,1274.167114
-2.497998,-10.980442,1225.020020,1225.020020,1274.979980,1274.979980
-2.644099,-10.115424,1223.558960,1223.558960,1276.441040,1276.441040
-2.752070,-8.604820,1222.479248,1222.479248,1277.520752,1277.520752
-2.837869,-7.858826,1221.621338,1221.621338,1278.378662,1278.378662
-2.904357,-11.406281,1220.956421,1220.956421,1279.043579,1279.043579
-3.038255,-10.089428,1219.617432,1219.617432,1280.382568,1280.382568
-3.117309,-7.782028,1218.826904,1218.826904,1281.173096,1281.173096
-3.162305,-10.975343,1218.376953,1218.376953,1281.623047,1281.623047
-3.217680,-8.345651,1217.823242,1217.823242,1282.176758,1282.176758
-3.247224,-2.214308,1217.527710,1217.527710,1282.472290,1282.472290
-3.168374,-15.379622,1218.316284,1218.316284,1281.683716,1281.683716
-3.362168,-15.941294,1216.378296,1216.378296,1283.621704,1283.621704
-3.543273,-23.726694,1214.567261,1214.567261,1285.432739,1285.432739
-3.929543,-25.074989,1210.704590,1210.704590,1289.295410,1289.295410
-4.284779,-26.618975,1207.152222,1207.152222,1292.847778,1292.847778
-4.695744,-37.917862,1203.042603,1203.042603,1296.957397,1296.957397
-5.338253,-30.648928,1196.617432,1196.617432,1303.382568,1303.382568
-5.811248,-21.149508,1191.887573,1191.887573,1308.112427,1308.112427
-6.039469,-14.880409,1189.605347,1189.605347,1310.394653,1310.394653
-6.149337,-20.173433,1188.506592,1188.506592,1311.493408,1311.493408
-6.358740,-12.102931,1186.412598,1186.412598,1313.587402,1313.587402
-6.362994,-6.432128,1186.370117,1186.370117,1313.629883,1313.629883
-6.276464,-9.287859,1187.235352,1187.235352,1312.764648,1312.764648
-6.254986,-13.780874,1187.450195,1187.450195,1312.549805,1312.549805
-6.305433,-1.270163,1186.945679,1186.945679,1313.054321,1313.054321
-6.111897,-8.209459,1188.880981,1188.880981,1311.119019,1311.119019
-6.096712,-13.403190,1189.032837,1189.032837,1310.967163,1310.967163
-6.087837,3.594033,1189.121582,1189.121582,1310.878418,1310.878418
-5.822428,-7.097733,1191.775757,1191.775757,1308.224243,1308.224243
-5.784941,-9.006171,1192.150635,1192.150635,1307.849365,1307.849365
-5.821797,-1.752954,1191.781982,1191.781982,1308.218018,1308.218018
-5.691061,-9.852306,1193.089355,1193.089355,1306.910645,1306.910645
-5.739202,-8.642287,1192.608032,1192.608032,1307.391968,1307.391968
-5.760943,-11.053432,1192.390625,1192.390625,1307.609375,1307.609375
-5.856882,-9.822752,1191.431152,1191.431152,1308.568848,1308.568848
-5.915361,-6.833307,1190.846436,1190.846436,1309.153564,1309.153564
-5.916831,-7.964674,1190.831665,1190.831665,1309.168335,1309.168335
-5.947787,-2.793836,1190.522095,1190.522095,1309.477905,1309.477905
-5.883313,-2.881835,1191.166870,1191.166870,1308.833130,1308.833130
-5.839285,-5.329689,1191.607178,1191.607178,1308.392822,1308.392822
-5.865420,-6.432553,1191.345825,1191.345825,1308.654175,1308.654175
-5.904015,-7.353509,1190.959839,1190.959839,1309.040161,1309.040161
-5.955232,-7.650938,1190.447632,1190.447632,1309.552368,1309.552368
-6.027934,-10.760423,1189.720703,1189.720703,1310.279297,1310.279297
-6.153161,-6.136642,1188.468384,1188.468384,1311.531616,1311.531616
-6.216139,-8.562510,1187.838623,1187.838623,1312.161377,1312.161377
-6.315716,-8.405423,1186.842896,1186.842896,1313.157104,1313.157104
-6.369701,-0.089031,1186.302979,1186.302979,1313.697021,1313.697021
-6.282544,-13.191123,1187.174561,1187.174561,1312.825439,1312.825439
-6.475912,-10.736903,1185.240845,1185.240845,1314.759155,1314.759155
-6.580889,-3.640988,1184.191162,1184.191162,1315.808838,1315.808838
-6.540519,-10.343428,1184.594849,1184.594849,1315.405151,1315.405151
-6.623563,-9.148453,1183.764404,1183.764404,1316.235596,1316.235596
-6.674052,-10.491641,1183.259521,1183.259521,1316.740479,1316.740479
-6.750799,-7.938583,1182.492065,1182.492065,1317.507935,1317.507935
-6.794783,-11.774810,1182.052124,1182.052124,1317.947876,1317.947876
-6.883854,-12.907891,1181.161499,1181.161499,1318.838501,1318.838501
-6.987237,-1.245380,1180.127686,1180.127686,1319.872314,1319.872314
-6.899221,-22.031517,1181.007812,1181.007812,1318.992188,1318.992188
-7.225344,-12.473369,1177.746582,1177.746582,1322.253418,1322.253418
-7.311259,4.946981,1176.887451,1176.887451,1323.112549,1323.112549
-7.066726,-14.712858,1179.332764,1179.332764,1320.667236,1320.667236
-7.187458,-7.425984,1178.125366,1178.125366,1321.874634,1321.874634
-7.159003,-0.960728,1178.409912,1178.409912,1321.590088,1321.590088
-7.007339,-13.173713,1179.926636,1179.926636,1320.073364,1320.073364
-7.116227,-22.849356,1178.837769,1178.837769,1321.162231,1321.162231
-7.387184,5.816864,1176.128174,1176.128174,1323.871826,1323.871826
-7.097322,4.656206,1179.026733,1179.026733,1320.973267,1320.973267
-6.823146,-0.525477,1181.768555,1181.768555,1318.231445,1318.231445
-6.613675,2.617705,1183.863281,1183.863281,1316.136719,1316.136719
-6.383521,2.566921,1186.164795,1186.164795,1313.835205,1313.835205
-6.211459,-16.090603,1187.885376,1187.885376,1312.114624,1312.114624
-6.410501,-19.554329,1185.895020,1185.895020,1314.104980,1314.104980
-6.576057,13.405804,1184.239380,1184.239380,1315.760620,1315.760620
-6.132205,-26.943453,1188.677979,1188.677979,1311.322021,1311.322021
-6.495389,-9.886865,1185.046143,1185.046143,1314.953857,1314.953857
-6.564701,-25.985966,1184.353027,1184.353027,1315.646973,1315.646973
-6.978081,-22.102869,1180.219238,1180.219238,1319.780762,1319.780762
-7.325027,-0.496742,1176.749756,1176.749756,1323.250244,1323.250244
-7.188327,-15.089995,1178.116699,1178.116699,1321.883301,1321.883301
-7.330711,-2.618269,1176.692871,1176.692871,1323.307129,1323.307129
-7.197587,7.539756,1178.024170,1178.024170,1321.975830,1321.975830
-6.915124,-6.969401,1180.848755,1180.848755,1319.151245,1319.151245
-6.939129,-37.399784,1180.608643,1180.608643,1319.391357,1319.391357
-7.616983,-5.971781,1173.830200,1173.830200,1326.169800,1326.169800
-7.602470,-3.415339,1173.975342,1173.975342,1326.024658,1326.024658
-7.465424,-23.380835,1175.345703,1175.345703,1324.654297,1324.654297
-7.722063,20.771091,1172.779419,1172.779419,1327.220581,1327.220581
-7.132793,8.510633,1178.672119,1178.672119,1321.327881,1321.327881
-6.891325,-30.822710,1181.086792,1181.086792,1318.913208,1318.913208
-7.414917,-31.088118,1175.850830,1175.850830,1324.149170,1324.149170
-7.936234,-18.347849,1170.637695,1170.637695,1329.362305,1329.362305
-8.143020,-16.588451,1168.569824,1168.569824,1331.430176,1331.430176
-8.290256,-3.343369,1167.097412,1167.097412,1332.902588,1332.902588
-8.198234,-18.891865,1168.017700,1168.017700,1331.982300,1331.982300
-8.416095,-7.236693,1165.839111,1165.839111,1334.160889,1334.160889
-8.324192,-30.550938,1166.758057,1166.758057,1333.241943,1333.241943
-8.698058,12.444400,1163.019409,1163.019409,1336.980591,1336.980591
-8.209410,-23.897148,1167.905884,1167.905884,1332.094116,1332.094116
-8.435897,10.493768,1165.640991,1165.640991,1334.359009,1334.359009
-8.074512,-37.124474,1169.254883,1169.254883,1330.745117,1330.745117
-8.547073,1.973061,1164.529297,1164.529297,1335.470703,1335.470703
-8.264809,6.624074,1167.351929,1167.351929,1332.648071,1332.648071
-7.882414,-29.999020,1171.175903,1171.175903,1328.824097,1328.824097
-8.294210,-22.426376,1167.057861,1167.057861,1332.942139,1332.942139
-8.502386,7.364965,1164.976074,1164.976074,1335.023926,1335.023926
-8.128478,-33.076027,1168.715210,1168.715210,1331.284790,1331.284790
-8.466882,3.403100,1165.331177,1165.331177,1334.668823,1334.668823
-8.135550,-31.082537,1168.644531,1168.644531,1331.355469,1331.355469
-8.520047,-12.808544,1164.799561,1164.799561,1335.200439,1335.200439
-8.551016,-21.182081,1164.489868,1164.489868,1335.510132,1335.510132
-8.629220,9.057124,1163.707764,1163.707764,1336.292236,1336.292236
-8.203747,-5.544505,1167.962524,1167.962524,1332.037476,1332.037476
-8.001598,-19.349672,1169.984009,1169.984009,1330.015991,1330.015991
-8.084321,13.533408,1169.156738,1169.156738,1330.843262,1330.843262
-7.506083,-36.417534,1174.939209,1174.939209,1325.060791,1325.060791
-7.944434,5.225340,1170.555664,1170.555664,1329.444336,1329.444336
-7.487833,-12.286600,1175.121704,1175.121704,1324.878296,1324.878296
-7.473509,-25.966171,1175.264893,1175.264893,1324.735107,1324.735107
-7.660509,-25.467297,1173.394897,1173.394897,1326.605103,1326.605103
-7.817399,-24.067095,1171.826050,1171.826050,1328.173950,1328.173950
-7.903619,2.365787,1170.963867,1170.963867,1329.036133,1329.036133
-7.453232,-9.017274,1175.467651,1175.467651,1324.532349,1324.532349
-7.300671,-19.313765,1176.993286,1176.993286,1323.006714,1323.006714
-7.306087,9.996557,1176.939087,1176.939087,1323.060913,1323.060913
-6.785936,-20.637396,1182.140625,1182.140625,1317.859375,1317.859375
-6.761086,1.888026,1182.389160,1182.389160,1317.610840,1317.610840
-6.367873,-4.307156,1186.321289,1186.321289,1313.678711,1313.678711
-5.911403,1.628994,1190.885986,1190.885986,1309.114014,1309.114014
-5.415106,12.911281,1195.848999,1195.848999,1304.151001,1304.151001
-4.788264,-15.456968,1202.117310,1202.117310,1297.882690,1297.882690
-4.695661,13.358485,1203.043335,1203.043335,1296.956665,1296.956665
-4.119369,-18.058468,1208.806274,1208.806274,1291.193726,1291.193726
-4.063575,-4.541842,1209.364258,1209.364258,1290.635742,1290.635742
-3.815830,11.111761,1211.841675,1211.841675,1288.158325,1288.158325
-3.265368,-15.566373,1217.346313,1217.346313,1282.653687,1282.653687
-3.184456,3.407277,1218.155396,1218.155396,1281.844604,1281.844604
-2.823359,10.132140,1221.766357,1221.766357,1278.233643,1278.233643
-2.300981,-8.393833,1226.990234,1226.990234,1273.009766,1273.009766
-2.162973,-4.310429,1228.370239,1228.370239,1271.629761,1271.629761
-1.967372,8.735812,1230.326294,1230.326294,1269.673706,1269.673706
-1.512884,2.251873,1234.871216,1234.871216,1265.128784,1265.128784
-1.291114,1.825833,1237.088867,1237.088867,1262.911133,1262.911133
-0.991394,0.477921,1240.086060,1240.086060,1259.913940,1259.913940
-0.797162,-5.866579,1242.028320,1242.028320,1257.971680,1257.971680
-0.732641,2.191715,1242.673584,1242.673584,1257.326416,1257.326416
-0.561730,2.837626,1244.382690,1244.382690,1255.617310,1255.617310
-0.395952,-4.539685,1246.040527,1246.040527,1253.959473,1253.959473
-0.368875,10.911263,1246.311279,1246.311279,1253.688721,1253.688721
-0.056625,6.569552,1249.433716,1249.433716,1250.566284,1250.566284
