0.708907,1096.455444,1096.455444,1103.544556,1103.544556
0.755864,1096.220703,1096.220703,1103.779297,1103.779297
0.807428,1095.962891,1095.962891,1104.037109,1104.037109
0.853377,1095.733154,1095.733154,1104.266846,1104.266846
0.899086,1095.504517,1095.504517,1104.495483,1104.495483
0.948221,1095.258911,1095.258911,1104.741089,1104.741089
0.998553,1095.007202,1095.007202,1104.992798,1104.992798
1.045006,1094.775024,1094.775024,1105.224976,1105.224976
1.089588,1094.552002,1094.552002,1105.447998,1105.447998
1.138576,1094.307129,1094.307129,1105.692871,1105.692871
1.190099,1094.049561,1094.049561,1105.950439,1105.950439
1.232281,1093.838623,1093.838623,1106.161377,1106.161377
1.278464,1093.607666,1093.607666,1106.392334,1106.392334
1.323382,1093.383057,1093.383057,1106.616943,1106.616943
1.363771,1093.181152,1093.181152,1106.818848,1106.818848
1.403270,1092.983643,1092.983643,1107.016357,1107.016357
1.436343,1092.818237,1092.818237,1107.181763,1107.181763
1.473181,1092.634033,1092.634033,1107.365967,1107.365967
1.513049,1092.434814,1092.434814,1107.565186,1107.565186
1.549951,1092.250244,1092.250244,1107.749756,1107.749756
1.584585,1092.077026,1092.077026,1107.922974,1107.922974
1.619613,1091.901978,1091.901978,1108.098022,1108.098022
1.659739,1091.701294,1091.701294,1108.298706,1108.298706
1.688158,1091.559204,1091.559204,1108.440796,1108.440796
1.713479,1091.432617,1091.432617,1108.567383,1108.567383
1.735222,1091.323853,1091.323853,1108.676147,1108.676147
1.753195,1091.234009,1091.234009,1108.765991,1108.765991
1.790423,1091.047852,1091.047852,1108.952148,1108.952148
1.789172,1091.054199,1091.054199,1108.945801,1108.945801
1.812612,1090.936890,1090.936890,1109.063110,1109.063110
1.821981,1090.890137,1090.890137,1109.109863,1109.109863
1.811943,1090.940308,1090.940308,1109.059692,1109.059692
1.821374,1090.893188,1090.893188,1109.106812,1109.106812
1.816770,1090.916138,1090.916138,1109.083862,1109.083862
1.835167,1090.824219,1090.824219,1109.175781,1109.175781
1.863155,1090.684204,1090.684204,1109.315796,1109.315796
1.895548,1090.522217,1090.522217,1109.477783,1109.477783
1.913715,1090.431396,1090.431396,1109.568604,1109.568604
1.941897,1090.290527,1090.290527,1109.709473,1109.709473
1.965444,1090.172729,1090.172729,1109.827271,1109.827271
1.992117,1090.039429,1090.039429,1109.960571,1109.960571
1.999553,1090.002197,1090.002197,1109.997803,1109.997803
2.001716,1089.991455,1089.991455,1110.008545,1110.008545
2.027220,1089.863892,1089.863892,1110.136108,1110.136108
2.032716,1089.836426,1089.836426,1110.163574,1110.163574
2.053548,1089.732300,1089.732300,1110.267700,1110.267700
2.102782,1089.486084,1089.486084,1110.513916,1110.513916
2.121743,1089.391235,1089.391235,1110.608765,1110.608765
2.148708,1089.256470,1089.256470,1110.743530,1110.743530
2.175141,1089.124268,1089.124268,1110.875732,1110.875732
2.213961,1088.930176,1088.930176,1111.069824,1111.069824
2.211008,1088.944946,1088.944946,1111.055054,1111.055054
2.207091,1088.964600,1088.964600,1111.035400,1111.035400
2.237091,1088.814575,1088.814575,1111.185425,1111.185425
2.248676,1088.756592,1088.756592,1111.243408,1111.243408
2.252780,1088.736084,1088.736084,1111.263916,1111.263916
2.272559,1088.637207,1088.637207,1111.362793,1111.362793
2.272423,1088.637939,1088.637939,1111.362061,1111.362061
2.285299,1088.573486,1088.573486,1111.426514,1111.426514
2.317499,1088.412476,1088.412476,1111.587524,1111.587524
2.310928,1088.445312,1088.445312,1111.554688,1111.554688
2.338196,1088.309082,1088.309082,1111.690918,1111.690918
2.358934,1088.205322,1088.205322,1111.794678,1111.794678
2.361398,1088.192993,1088.192993,1111.807007,1111.807007
